name,lats,lons,places,types
{'Донецкая детская железная дорога '},{'48.0281'},{'37.8111'},{'Донецк'},{'Монументы и памятники'}
{'Донецкий ботанический сад '},{'48.0094'},{'37.8787'},{'Донецк'},{'Монументы и памятники'}
{'Донецкий областной краеведческий музей '},{'48.0252'},{'37.8048'},{'Донецк'},{'Монументы и памятники'}
{'Донецкий областной художественный музей '},{'48.0084'},{'37.8023'},{'Донецк'},{'Монументы и памятники'}
{'Донецкий русский драмтеатр '},{'47.096'},{'37.5487'},{'Мариуполь'},{'Природа'}
{'Древний город Тира '},{'46.1987'},{'30.3504'},{'Белгород-Днестровский'},"{'Музеи, Производство'}"
{'Дрогобычская башня '},{'49.352'},{'23.5046'},{'Дрогобыч'},{'Религия'}
{'Дрогобычская солеварня '},{'49.3487'},{'23.4989'},{'Дрогобыч'},{'Религия'}
{'Дружковские окаменевшие деревья '},{'48.6112'},{'37.598'},{'Краматорск'},"{'Природа, Производство'}"
{'Дуб Зализняка '},{'49.1099'},{'32.26'},{'Чигирин'},{'Монументы и памятники'}
{'Дубовая аллея '},{'46.938'},{'35.4816'},{'Мелитополь'},"{'Архитектура, Религия'}"
{'Духовная семинария (Картинная галерея) '},{'48.673'},{'26.5738'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Еврейские кладбища во Львове '},{'49.8456'},{'24.0184'},{'Львов'},"{'Архитектура, Театры и музыка'}"
{'Европейская площадь '},{'50.4521'},{'30.5275'},{'Киев'},"{'Активный отдых, Развлечения'}"
{'Екатерининский собор '},{'46.639'},{'32.6254'},{'Херсон'},{'Монументы и памятники'}
{'Жашковский конный завод '},{'49.2088'},{'30.1066'},{'Умань'},{'Религия'}
{'Жванецкий замок '},{'48.5522'},{'26.4849'},{'Каменец-Подольский'},"{'Архитектура, Религия'}"
{'Железнодорожный вокзал Киев-Пассажирский '},{'50.4406'},{'30.4894'},{'Киев'},{'Музеи'}
{'Железорудный карьер ЮГОК '},{'47.8392'},{'33.3088'},{'Кривой Рог'},{'Музеи'}
{'Житомирский краеведческий музей '},{'50.255'},{'28.6557'},{'Житомир'},{'Музеи'}
{'Жмеринский железнодорожный вокзал '},{'49.0335'},{'28.1132'},{'Винница'},{'Архитектура'}
{'Жолковская синагога '},{'50.0573'},{'23.9726'},{'Львов'},"{'Архитектура, История'}"
{'Жолковский замок '},{'50.0554'},{'23.9688'},{'Львов'},"{'Архитектура, Религия'}"
{'Заказник Монастырище '},{'47.8294'},{'32.3928'},{'Кропивницкий'},"{'Природа, Развлечения'}"
{'Замковая гора '},{'49.078'},{'32.657'},{'Чигирин'},"{'Архитектура, История, Музеи'}"
{'Замок в Заложцах '},{'49.7959'},{'25.3826'},{'Тернополь'},"{'Архитектура, История'}"
{'Замок в Новомалине '},{'50.2966'},{'26.3717'},{'Ровно'},"{'Активный отдых, Природа'}"
{'Замок в Старом Селе '},{'49.7014'},{'24.1934'},{'Львов'},"{'Монументы и памятники, Музеи'}"
{'Замок Гербуртов в Тернаве '},{'49.5356'},{'22.8544'},{'Львов'},{'Музеи'}
{'Замок Острожских '},{'49.758'},{'27.2275'},{'Хмельницкий'},"{'Архитектура, Религия'}"
{'Замок Потоцких '},{'48.9244'},{'24.7126'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Замок Ричарда '},{'50.4601'},{'30.5163'},{'Киев'},"{'Архитектура, Религия'}"
{'Заповедник Базальтовые столбы '},{'50.9228'},{'26.2348'},{'Ровно'},"{'Активный отдых, Развлечения, Транспорт'}"
{'Заповедник Верхний Салтов '},{'50.1413'},{'36.7986'},{'Харьков'},"{'Активный отдых, Природа, Развлечения'}"
{'Заповедник Каменные могилы '},{'47.3066'},{'37.0796'},{'Мариуполь'},"{'Рестораны, кафе'}"
{'Заповедник Медоборы '},{'49.2167'},{'26.1833'},{'Тернополь'},"{'Архитектура, История, Религия'}"
{'Запорожская детская железная дорога '},{'47.7909'},{'35.1799'},{'Запорожье'},"{'Архитектура, Религия'}"
{'Запорожский дуб '},{'47.8712'},{'34.999'},{'Запорожье'},{'Архитектура'}
{'Зарваницкий Марийский духовный центр '},{'49.2199'},{'25.3687'},{'Теребовля'},"{'Архитектура, История'}"
{'Захаржевская башня '},{'48.6758'},{'26.5701'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Збаражский замок '},{'49.6655'},{'25.7864'},{'Тернополь'},"{'Архитектура, Рестораны, кафе'}"
{'Збручский культовый центр '},{'49.2001'},{'26.1833'},{'Тернополь'},"{'Архитектура, История, Религия'}"
{'Здание Галицкого наместничества '},{'49.8415'},{'24.0372'},{'Львов'},"{'Архитектура, История'}"
{'Здание главного корпуса Харьковской юридической академии '},{'50.0051'},{'36.2473'},{'Харьков'},{'Музеи'}
{'Здание Госпрома '},{'50.0067'},{'36.2271'},{'Харьков'},{'Монументы и памятники'}
{'Здание Национального банка Украины '},{'50.4472'},{'30.5318'},{'Киев'},"{'Архитектура, История'}"
{'Зимненский монастырь '},{'50.8001'},{'24.3238'},{'Луцк'},{'Музеи'}
{'Золото-Потокский замок '},{'48.9044'},{'25.3403'},{'Бучач'},"{'Архитектура, История'}"
{'Зоопарк Лимпопо '},{'49.4343'},{'23.758'},{'Дрогобыч'},{'Производство'}
{'Иванова гора '},{'49.5824'},{'34.5676'},{'Полтава'},"{'Архитектура, Религия'}"
{'Иезуитский монастырь и коллегиум '},{'50.0965'},{'25.7225'},{'Кременец'},"{'Архитектура, История, Религия'}"
{'Ильинская церковь '},{'50.9111'},{'34.7918'},{'Сумы'},{'Монументы и памятники'}
{'Ильинская церковь '},{'49.0944'},{'32.5549'},{'Чигирин'},"{'Природа, Развлечения'}"
{'Имбирь Shop '},{'50.4373'},{'30.5157'},{'Киев'},{'Развлечения'}
{'Историко-краеведческий музей '},{'48.5307'},{'35.8659'},{'Павлоград'},"{'Архитектура, Религия'}"
{'Историко-культурный комплекс Запорожская Сечь '},{'47.8577'},{'35.0746'},{'Запорожье'},{'Музеи'}
{'Историческая местность Феофания '},{'50.3483'},{'30.4868'},{'Киев'},"{'Архитектура, История, Религия'}"
{'Источник минеральной воды Харьковская-1 '},{'50.0265'},{'36.2309'},{'Харьков'},{'Архитектура'}
{'Источник Святой Анны '},{'50.1801'},{'25.5963'},{'Дубно'},"{'Архитектура, История, Религия'}"
{'Исчезнувший город Червоноград '},{'48.8039'},{'25.5958'},{'Чертков (Чортков)'},"{'Архитектура, Религия'}"
{'Казачья гора '},{'49.5903'},{'36.3419'},{'Харьков'},"{'Архитектура, Транспорт'}"
{'Каменец-Подольская ратуша '},{'48.6754'},{'26.5729'},{'Каменец-Подольский'},"{'Улицы, площади, видовые места'}"
{'Каменец-Подольский национальный университет '},{'48.6753'},{'26.5869'},{'Каменец-Подольский'},"{'Архитектура, История, Религия'}"
{'Каменная могила '},{'46.9494'},{'35.4695'},{'Мелитополь'},"{'Архитектура, Религия'}"
{'Каменская Сечь '},{'47.0005'},{'33.6546'},{'Новая Каховка'},"{'Активный отдых, Природа, Развлечения'}"
{'Каневский природный заповедник '},{'49.7246'},{'31.5345'},{'Канев'},"{'Архитектура, Религия'}"
{'Кафедральный Воскресенский собор '},{'48.9223'},{'24.7087'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Кенасса '},{'50.4499'},{'30.511'},{'Киев'},{'Музеи'}
{'Киево-Печерская Лавра '},{'50.4347'},{'30.557'},{'Киев'},"{'Архитектура, Религия'}"
{'Киевская ГЭС '},{'50.5883'},{'30.512'},{'Вышгород'},{'История'}
{'Киевский дельфинарий Немо '},{'50.3754'},{'30.4678'},{'Киев'},"{'История, Музеи'}"
{'Киевский зоопарк '},{'50.4542'},{'30.4628'},{'Киев'},"{'Активный отдых, Развлечения, Транспорт'}"
{'Киевский Музей восковых фигур '},{'50.4503'},{'30.4689'},{'Киев'},{'Музеи'}
{'Киевский областной театр Саксаганского '},{'49.7963'},{'30.1121'},{'Белая Церковь'},{'Музеи'}
{'Киевский планетарий '},{'50.4315'},{'30.5169'},{'Киев'},"{'Архитектура, История, Музеи'}"
{'Киевский политехнический институт '},{'50.4493'},{'30.4608'},{'Киев'},"{'Активный отдых, Развлечения, Транспорт'}"
{'Киевский университет '},{'50.4422'},{'30.5105'},{'Киев'},{'Музеи'}
{'Кирилловская церковь '},{'50.4835'},{'30.472'},{'Киев'},"{'Архитектура, Религия'}"
{'Кирха апостола Иоанна '},{'46.8634'},{'33.5841'},{'Новая Каховка'},"{'Активный отдых, Природа, Развлечения'}"
{'Кирха Св. Павла '},{'46.483'},{'30.724'},{'Одесса'},"{'Архитектура, Театры и музыка'}"
{'Клавдиевская фабрика елочных игрушек '},{'50.5826'},{'30.0026'},{'Буча'},"{'Природа, Развлечения'}"
{'Кладбище немецких военнопленных '},{'47.9958'},{'37.6883'},{'Донецк'},"{'Активный отдых, Архитектура'}"
{'Клеванский замок '},{'50.7417'},{'25.9663'},{'Клевань'},{'Архитектура'}
{'Кодацкая крепость '},{'48.3839'},{'35.1378'},{'Днепр'},"{'Архитектура, Религия'}"
{'Коллегиальный костел '},{'48.9238'},{'24.7091'},{'Ивано-Франковск'},{'Архитектура'}
{'Коллегия пиаров '},{'49.8385'},{'24.0397'},{'Львов'},"{'Архитектура, История'}"
{'Комплекс Кременёвский страус '},{'47.3705'},{'31.1871'},{'Вознесенск'},"{'Активный отдых, Природа'}"
{'Кондитерская фабрика Рошен '},{'49.2312'},{'28.4856'},{'Винница'},"{'Архитектура, История, Религия'}"
{'Конно-спортивный клуб Equides Club '},{'50.3129'},{'30.5187'},{'Киев'},"{'Архитектура, История'}"
{'Контрактовая площадь '},{'50.4649'},{'30.5172'},{'Киев'},"{'Рестораны, кафе'}"
{'Коньячный завод Таврия '},{'46.7478'},{'33.2956'},{'Новая Каховка'},{'История'}
{'Корецкий замок '},{'50.6174'},{'27.1564'},{'Корец'},{'Музеи'}
{'Королевский арсенал '},{'49.8429'},{'24.0347'},{'Львов'},"{'Архитектура, История'}"
{'Коростенский парк им. Н.Островского '},{'50.9499'},{'28.6502'},{'Коростень'},{'Природа'}
{'Коса Пересыпь '},{'46.4191'},{'35.4127'},{'Кирилловка'},"{'Активный отдых, Природа'}"
{'Костел Антония Падуанского '},{'50.105'},{'28.9576'},{'Житомир'},"{'Архитектура, Религия'}"
{'Костел бенедиктинок '},{'49.8454'},{'24.032'},{'Львов'},"{'Архитектура, История, Музеи, Религия'}"
{'Костел Благовещения Пресвятой Девы Марии '},{'50.9115'},{'34.8118'},{'Сумы'},"{'Улицы, площади, видовые места'}"
{'Костел воздвижения Святого Креста '},{'50.0776'},{'29.9071'},{'Фастов'},{'Природа'}
{'Костел Девы Марии '},{'49.2333'},{'28.4735'},{'Винница'},"{'Архитектура, Музеи'}"
{'Костёл и монастырь Святой Марии Магдалины '},{'49.8354'},{'24.0177'},{'Львов'},"{'Архитектура, История'}"
{'Костел Иоанна Крестителя '},{'49.8469'},{'24.0308'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Костёл кларисок '},{'49.8374'},{'24.0357'},{'Львов'},"{'Архитектура, История'}"
{'Костел Марии Снежной '},{'49.8448'},{'24.0303'},{'Львов'},"{'Улицы, площади, видовые места'}"
{'Костёл Матери Божией Остробрамской '},{'49.8362'},{'24.0666'},{'Львов'},{'Монументы и памятники'}
{'Костел Непорочного Зачатия '},{'48.6706'},{'25.507'},{'Коломыя'},{'Экскурсии'}
{'Костел Непорочного Зачатия Пресвятой Девы Марии '},{'48.7785'},{'28.2166'},{'Винница'},"{'История, Религия'}"
{'Костел Пречистого Сердца Иисуса '},{'48.2844'},{'25.9343'},{'Черновцы'},"{'Архитектура, Улицы, площади, видовые места'}"
{'Костел Рождества Пресвятой Богородицы в Комарно '},{'49.6257'},{'23.6965'},{'Львов'},{'Природа'}
{'Костел Рождества Пресвятой Девы Марии '},{'50.3186'},{'29.0664'},{'Житомир'},{'Музеи'}
{'Костел Рождества Пресвятой Девы Марии '},{'46.7639'},{'36.778'},{'Бердянск'},{'Монументы и памятники'}
{'Костел Св. Варвары '},{'49.8933'},{'28.5885'},{'Бердичев'},"{'Архитектура, Религия'}"
{'Костел Св. Иосифа '},{'46.9688'},{'31.9869'},{'Николаев'},"{'Архитектура, Религия'}"
{'Костел Св. Иосифа в Изяславе '},{'50.1164'},{'26.8216'},{'Шепетовка'},"{'Архитектура, История'}"
{'Костел Св. Клары '},{'49.8991'},{'28.9839'},{'Бердичев'},"{'Архитектура, История, Музеи'}"
{'Костел Св. Софии '},{'50.2551'},{'28.6546'},{'Житомир'},{'Природа'}
{'Костел Св. Станислава '},{'49.0192'},{'25.7963'},{'Чертков (Чортков)'},"{'Архитектура, История'}"
{'Костел Св. Флориана '},{'48.7613'},{'28.0739'},{'Шаргород'},"{'Архитектура, Природа'}"
{'Костел Святейшего Сердца Иисуса '},{'50.3672'},{'24.6555'},{'Стоянов'},"{'Архитектура, Религия'}"
{'Костёл Святого Антония '},{'49.8411'},{'24.0468'},{'Львов'},{'Архитектура'}
{'Костел Святого Варфоломея '},{'49.3522'},{'23.5039'},{'Дрогобыч'},{'Религия'}
{'Костел Святого Иоанна Крестителя '},{'49.7919'},{'30.1097'},{'Белая Церковь'},{'Архитектура'}
{'Костёл Святого Казимира '},{'49.8454'},{'24.0362'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Костел Святого Лаврентия в Жолкве '},{'50.0561'},{'23.9694'},{'Львов'},"{'Архитектура, Религия'}"
{'Костёл Святого Мартина '},{'49.8527'},{'24.0331'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Костёл Святого Николая '},{'49.8338'},{'24.0281'},{'Львов'},{'Музеи'}
{'Костел Святого Николая '},{'48.525'},{'34.6075'},{'Каменское'},{'Природа'}
{'Костел святых Анны и Станислава '},{'51.0565'},{'25.3922'},{'Луцк'},{'Музеи'}
{'Костел святых Петра и Павла '},{'49.2971'},{'25.6965'},{'Теребовля'},"{'Архитектура, Религия'}"
{'Костел Успения Пресвятой Богородицы '},{'46.4804'},{'30.7391'},{'Одесса'},"{'Архитектура, Музеи'}"
{'Костёл францисканок '},{'49.8427'},{'24.0508'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Костёл францисканцев '},{'49.848'},{'23.9311'},{'Львов'},{'Архитектура'}
{'Краеведческий музей '},{'50.6155'},{'26.2478'},{'Ровно'},"{'Природа, Развлечения'}"
{'Красногорский Покровский монастырь '},{'49.7054'},{'32.0478'},{'Черкассы'},"{'Архитектура, Религия'}"
{'Краснокутский дендропарк '},{'50.0663'},{'35.1228'},{'Харьков'},"{'Архитектура, История'}"
{'Кременецкий замок '},{'50.0949'},{'25.7308'},{'Кременец'},"{'Архитектура, История, Религия'}"
{'Крепость Бастион '},{'48.9224'},{'24.7073'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Крепость Измаил '},{'45.3396'},{'28.8086'},{'Измаил'},"{'Активный отдых, Природа'}"
{'Крепость Кинбурн '},{'46.5459'},{'31.5445'},{'Очаков'},{'Монументы и памятники'}
{'Крепость Окопы Святой Троицы '},{'48.5409'},{'26.4286'},{'Хотин'},"{'Архитектура, История'}"
{'Крепость Святой Елисаветы '},{'48.4976'},{'32.255'},{'Кропивницкий'},"{'История, Природа'}"
{'Крепость Тягин '},{'46.7818'},{'33.054'},{'Новая Каховка'},"{'История, Производство'}"
{'Крестовоздвиженский монастырь в Полтаве '},{'49.5952'},{'34.5772'},{'Полтава'},{'Монументы и памятники'}
{'Крестьянский банк (СБУ) '},{'49.5912'},{'34.5472'},{'Полтава'},"{'Архитектура, Музеи'}"
{'Креховский монастырь '},{'50.0341'},{'23.7978'},{'Львов'},"{'Улицы, площади, видовые места'}"
{'Крещатицкий монастырь '},{'48.6389'},{'25.751'},{'Черновцы'},"{'История, Улицы, площади, видовые места'}"
{'Криворожский ботанический сад '},{'48.1475'},{'33.5811'},{'Кривой Рог'},{'Монументы и памятники'}
{'Криворожский историко-краеведческий музей '},{'47.9021'},{'33.347'},{'Кривой Рог'},"{'Архитектура, Религия, Улицы, площади, видовые места'}"
{'Криворожский театр драмы и музыкальной комедии '},{'47.9049'},{'33.3422'},{'Кривой Рог'},"{'Архитектура, Религия, Улицы, площади, видовые места'}"
{'Круглая площадь '},{'49.5895'},{'34.5513'},{'Полтава'},"{'Архитектура, Музеи'}"
{'Круглый двор '},{'50.4743'},{'34.9581'},{'Тростянец (Сумская обл.)'},"{'Архитектура, Религия'}"
{'Кудринецкий замок '},{'48.61'},{'26.28'},{'Чертков (Чортков)'},"{'Архитектура, Религия'}"
{'Курган Могила-Толстая '},{'47.8269'},{'34.0275'},{'Днепр'},"{'История, Природа'}"
{'Курорт Куяльник '},{'46.5546'},{'30.7356'},{'Одесса'},{'Музеи'}
{'Лемурийское озеро '},{'46.2412'},{'33.7368'},{'Скадовск'},"{'Активный отдых, Природа, Развлечения'}"
{'Литературное кафе «Имбирь» Олимпийская '},{'50.4338'},{'30.5128'},{'Киев'},"{'Рестораны, кафе'}"
{'Лодочная станция в парке Правды '},{'47.8977'},{'33.3285'},{'Кривой Рог'},"{'Активный отдых, Природа, Улицы, площади, видовые места'}"
{'Луцкая башня '},{'50.3295'},{'26.5221'},{'Ровно'},"{'Архитектура, Религия'}"
{'Луцкая детская железная дорога '},{'50.75'},{'25.3333'},{'Луцк'},"{'Архитектура, Религия'}"
{'Луцкий пивзавод '},{'50.7513'},{'25.327'},{'Луцк'},{'Музеи'}
{'Львовская галерея искусств '},{'49.8375'},{'24.026'},{'Львов'},"{'Архитектура, История'}"
{'Львовская детская железная дорога '},{'49.8286'},{'24.0222'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Львовская научная библиотека имени Василия Стефаника '},{'49.8361'},{'24.026'},{'Львов'},"{'Рестораны, кафе'}"
{'Львовская синагога '},{'49.8291'},{'24.0144'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Лютежский плацдарм '},{'50.6239'},{'30.419'},{'Киев'},"{'Архитектура, Производство'}"
{'Лютеранская кирха '},{'50.738'},{'25.3161'},{'Луцк'},"{'Производство, Экскурсии'}"
{'Лядовский скальный монастырь '},{'48.485'},{'27.6045'},{'Могилев-Подольский'},"{'История, Религия'}"
{'Мавзолей графов Потоцких '},{'48.8625'},{'28.714'},{'Немиров'},"{'История, Улицы, площади, видовые места'}"
{'Малый дворец Потоцких '},{'48.6731'},{'28.8493'},{'Немиров'},"{'Архитектура, Природа'}"
{'Манявский скит и Кресто-Воздвиженский монастырь '},{'48.6557'},{'24.3929'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Мариинский дворец '},{'50.4482'},{'30.538'},{'Киев'},"{'Архитектура, История'}"
{'Мариупольский краеведческий музей '},{'47.0929'},{'37.5576'},{'Мариуполь'},{'Природа'}
{'Международный аэропорт Харьков '},{'49.9289'},{'36.2922'},{'Харьков'},"{'Архитектура, История'}"
{'Мемориал Борцам за волю Украины '},{'49.2587'},{'23.8484'},{'Стрый'},{'Природа'}
{'Мемориал героической обороны Одессы '},{'46.3723'},{'30.7203'},{'Одесса'},"{'Архитектура, Улицы, площади, видовые места'}"
{'Мемориал Живые — бессмертным '},{'47.9733'},{'37.8076'},{'Донецк'},"{'Архитектура, История'}"
{'Мемориал львовских орлят '},{'49.8301'},{'24.0579'},{'Львов'},{'Архитектура'}
{'Мемориал Острая могила '},{'48.5155'},{'39.3707'},{'Луганск'},"{'Природа, Производство'}"
{'Мемориал памяти героев Крут '},{'51.0807'},{'32.1596'},{'Нежин'},{'Монументы и памятники'}
{'Мемориал памяти жертв Голодомора '},{'50.4382'},{'30.554'},{'Киев'},"{'Архитектура, Религия'}"
{'Мемориал Славы '},{'50.8951'},{'34.7891'},{'Сумы'},{'Архитектура'}
{'Мемориал Славы '},{'50.6154'},{'26.2173'},{'Ровно'},{'Театры и музыка'}
{'Мемориал Холм Славы '},{'49.8347'},{'24.0679'},{'Львов'},"{'Архитектура, История, Музеи, Природа'}"
{'Мемориальный Дом-Музей П. П. Шмидта '},{'46.7537'},{'36.7857'},{'Бердянск'},{'Монументы и памятники'}
{'Мемориальный комплекс Высота маршала И.С.Конева '},{'50.011'},{'36.043'},{'Харьков'},"{'Архитектура, Транспорт'}"
{'Мемориальный комплекс Демьянов Лаз '},{'48.9432'},{'24.6687'},{'Ивано-Франковск'},"{'Архитектура, Музеи'}"
{'Менский зоопарк '},{'51.5218'},{'32.2047'},{'Чернигов'},"{'Архитектура, История, Религия'}"
{'Микулинецкий замок '},{'49.397'},{'25.6092'},{'Тернополь'},{'Религия'}
{'Милятинский гейзер '},{'49.958'},{'24.4984'},{'Львов'},"{'Архитектура, История, Музеи, Природа'}"
{'Миргородский краеведческий музей '},{'49.9664'},{'33.6125'},{'Миргород'},"{'Архитектура, Религия'}"
{'Миргородский музей керамики '},{'49.9772'},{'33.6021'},{'Миргород'},{'Музеи'}
{'Михайловская церковь '},{'50.0654'},{'31.464'},{'Переяслав-Хмельницкий'},"{'История, Природа'}"
{'Михайловская церковь '},{'48.8499'},{'25.7261'},{'Борщев'},"{'Архитектура, История, Религия'}"
{'Михайловская церковь в Дашеве '},{'49.0026'},{'29.4316'},{'Немиров'},"{'Природа, Производство, Развлечения'}"
{'Михайловский монастырь '},{'50.4555'},{'30.5226'},{'Киев'},{'Монументы и памятники'}
{'Михайловский собор '},{'49.4342'},{'32.0589'},{'Черкассы'},"{'Архитектура, Религия'}"
{'Могила Нахмана '},{'48.7469'},{'30.2343'},{'Умань'},"{'Архитектура, Религия'}"
{'Могилев-Подольский краеведческий музей '},{'48.442'},{'27.7967'},{'Могилев-Подольский'},"{'Архитектура, Музеи'}"
{'Молчанский монастырь '},{'51.3362'},{'33.8581'},{'Глухов'},{'Архитектура'}
{'Монастырский остров '},{'48.4649'},{'35.0781'},{'Днепр'},"{'История, Музеи'}"
{'Монастырь Cв. Саввы Освященного '},{'46.8339'},{'35.3757'},{'Мелитополь'},"{'Активный отдых, Производство, Развлечения'}"
{'Монастырь Бернардинцев в Збараже '},{'49.6614'},{'25.7926'},{'Тернополь'},"{'Архитектура, Рестораны, кафе'}"
{'Монастырь и костёл сакраменток '},{'49.8373'},{'24.0456'},{'Львов'},"{'Архитектура, История'}"
{'Монастырь и костёл Святой Анны '},{'49.8426'},{'24.0173'},{'Львов'},{'Музеи'}
{'Монастырь ордена босых кармелитов '},{'49.8976'},{'28.5748'},{'Бердичев'},"{'Архитектура, Религия'}"
{'Монастырь Святого Климентия '},{'49.8344'},{'24.0736'},{'Львов'},{'Монументы и памятники'}
{'Монастырь Святого Сердца '},{'49.8366'},{'24.0135'},{'Львов'},{'Музеи'}
{'Монумент Вечной Славы '},{'50.2436'},{'28.6491'},{'Житомир'},{'Архитектура'}
{'Монумент основателям Одессы '},{'46.4874'},{'30.7393'},{'Одесса'},"{'Улицы, площади, видовые места'}"
{'Монумент Славы '},{'49.8256'},{'24.0212'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Монумент-скульптура Родина-мать '},{'50.4263'},{'30.563'},{'Киев'},"{'Архитектура, Музеи'}"
{'Морвокзал '},{'46.4915'},{'30.7469'},{'Одесса'},"{'Активный отдых, Транспорт'}"
{'Мост влюбленных '},{'50.4523'},{'30.5343'},{'Киев'},"{'Улицы, площади, видовые места'}"
{'Мост Преображенского '},{'47.8453'},{'35.0837'},{'Запорожье'},"{'Архитектура, Производство'}"
{'Мост через реку Ингулец '},{'47.8979'},{'33.3372'},{'Кривой Рог'},"{'Активный отдых, Природа, Улицы, площади, видовые места'}"
{'Музей А.С.Пушкина '},{'46.4817'},{'30.743'},{'Одесса'},{'Музеи'}
{'Музей авиатехники Коротич '},{'49.9761'},{'36.0137'},{'Харьков'},"{'Архитектура, История, Религия'}"
{'Музей авиации имени Можайского '},{'49.1123'},{'28.679'},{'Винница'},"{'Архитектура, История'}"
{'Музей Автомотовелофоторадио '},{'49.2335'},{'28.4792'},{'Винница'},"{'Развлечения, Улицы, площади, видовые места'}"
{'Музей Александра Довженко '},{'51.5212'},{'32.4989'},{'Чернигов'},"{'История, Музеи'}"
{'Музей археологии в Батурине '},{'51.3426'},{'32.8854'},{'Бахмач'},{'Музеи'}
{'Музей Вагон-самогон '},{'49.5599'},{'25.6'},{'Тернополь'},{'Театры и музыка'}
{'Музей воды '},{'50.4532'},{'30.5307'},{'Киев'},{'Монументы и памятники'}
{'Музей гетьманства '},{'50.4671'},{'30.5205'},{'Киев'},{'Монументы и памятники'}
{'Музей Давида Гурамишвили '},{'49.9656'},{'33.6115'},{'Миргород'},"{'Архитектура, Религия'}"
{'Музей дальней авиации '},{'49.621'},{'34.5021'},{'Полтава'},{'Монументы и памятники'}
{'Музей Заповита '},{'50.0765'},{'31.4642'},{'Переяслав-Хмельницкий'},"{'История, Природа'}"
{'Музей интересной науки '},{'46.46'},{'30.7491'},{'Одесса'},{'Шоппинг'}
{'Музей искусства старинной украинской книги '},{'49.8379'},{'24.0269'},{'Львов'},{'Монументы и памятники'}
{'Музей истории авиации и космонавтики '},{'49.0673'},{'33.4229'},{'Кременчуг'},"{'Архитектура, Монументы и памятники, Природа, Религия'}"
{'Музей истории Бердичева '},{'49.8972'},{'28.5747'},{'Бердичев'},"{'Архитектура, Религия'}"
{'Музей истории города Днепродзержинска '},{'48.5193'},{'34.6158'},{'Каменское'},{'Природа'}
{'Музей истории запорожского казачества '},{'47.8602'},{'35.0715'},{'Запорожье'},{'Музеи'}
{'Музей истории и развития Донецкой железной дороги '},{'48.0468'},{'37.7462'},{'Донецк'},"{'Активный отдых, Природа'}"
{'Музей истории органов внутренних дел Одесской области '},{'46.4781'},{'30.743'},{'Одесса'},"{'Архитектура, Музеи'}"
{'Музей истории оружия '},{'47.8617'},{'35.0967'},{'Запорожье'},{'Архитектура'}
{'Музей истории религии '},{'49.8431'},{'24.034'},{'Львов'},"{'Музеи, Шоппинг'}"
{'Музей истории туалета '},{'50.4361'},{'30.5367'},{'Киев'},"{'Архитектура, Музеи'}"
{'Музей Каменица '},{'49.5502'},{'30.8754'},{'Богуслав'},{'Музеи'}
{'Музей кино '},{'46.4598'},{'30.7571'},{'Одесса'},"{'Активный отдых, Пляжи'}"
{'Музей курорта Миргород '},{'49.967'},{'33.6114'},{'Миргород'},"{'Архитектура, Религия'}"
{'Музей Леси Украинки '},{'50.5914'},{'27.6307'},{'Житомир'},"{'Архитектура, История'}"
{'Музей Мамаева Слобода '},{'50.4354'},{'30.4285'},{'Киев'},"{'Активный отдых, Развлечения, Транспорт'}"
{'Музей маринистической живописи им. Р.Г. Судковского '},{'46.613'},{'31.5479'},{'Очаков'},{'Природа'}
{'Музей медицины '},{'50.447'},{'30.5056'},{'Киев'},{'Архитектура'}
{'Музей Михаила Булгакова '},{'50.4605'},{'30.5145'},{'Киев'},"{'Архитектура, История, Религия'}"
{'Музей Н.В.Гоголя '},{'50.0283'},{'33.9438'},{'Миргород'},{'Музеи'}
{'Музей народно-прикладного искусства '},{'48.7163'},{'34.6431'},{'Днепр'},"{'Архитектура, Религия'}"
{'Музей народного искусства Гуцульщины и Покутья '},{'48.5288'},{'25.0376'},{'Коломыя'},"{'Архитектура, Религия'}"
{'Музей народного искусства Слобожанщины '},{'49.9991'},{'36.238'},{'Харьков'},"{'Улицы, площади, видовые места'}"
"{'Музей народной архитектуры, быта и детского творчества '}",{'48.8344'},{'37.2906'},{'Донецк'},{'Природа'}
{'Музей Панаса Мирного '},{'49.57'},{'34.5482'},{'Полтава'},{'Музеи'}
{'Музей Первокниги '},{'50.6667'},{'25.9684'},{'Ровно'},{'Архитектура'}
{'Музей пивоварения '},{'49.8477'},{'24.0156'},{'Львов'},"{'Архитектура, Театры и музыка'}"
{'Музей Писанка '},{'48.5283'},{'25.0391'},{'Коломыя'},"{'Архитектура, Религия'}"
